chrom	hg19_start	hg19_end	name	disease_trait	disease_class	internally_replicated	independently_replicated	In_DHS	fetal_origin	-LOG(P)	sample_size
chr15	67458638	67458639	rs17228212	Coronary_heart_disease	Cardiovascular	Y	N	Y	Y	6.69897	4864
chr15	67702906	67702907	rs7359257	Age_at_menarche	Aging	Y	N	N	NA	5.69897	87802
chr15	68036851	68036852	rs12593813	Restless_legs_syndrome	Neurological_behavioral	Y	Y	Y	Y	15	2045
chr15	68086837	68086838	rs2241423	BMI	Quantitative_traits	Y	N	N	NA	18	123865
chr15	68198910	68198911	rs448720	Trails_B	Neurological_behavioral	N	N	Y	Y	5.30103	1086
chr15	68715031	68715032	rs7164335	ADHD	Neurological_behavioral	N	N	N	NA	7	647
chr15	68735585	68735586	rs1445021	HDL_cholesterol	Serum_metabolites	Y	N	Y	Y	5.04576	8090
chr15	68892988	68892989	rs11856323	Cognitive_performance-PAL8	Neurological_behavioral	N	N	Y	Y	7	1295
chr15	69059083	69059084	rs8030672	Esophageal_cancer	Cancer	Y	N	N	NA	11	4075
chr15	69650052	69650053	rs11072089	Biplolar_disorder_and_schizophrenia	Neurological_behavioral	N	N	N	NA	5.52288	4234
chr15	69995343	69995344	rs17374222	Rheumatoid_arthritis	Autoimmune_disease	Y	N	N	NA	5.69897	25708
chr15	70006872	70006873	rs4776472	Atrial_fibrillation	Cardiovascular	N	N	Y	Y	5.09691	1345
chr15	70018989	70018990	rs7176508	Chronic_lymphocytic_leukemia	Cancer	Y	N	Y	Y	11.301	1943
chr15	70480613	70480614	rs6494849	Bipolar_disorder	Neurological_behavioral	N	N	N	NA	5.1549	18190
chr15	71109146	71109147	rs1549318	Proinsulin_levels	Serum_metabolites	Y	N	N	NA	9.69897	10701
chr15	71645119	71645120	rs12899618	FEV1/FVC	Kidney_lung_liver	Y	N	Y	Y	14.1549	20288
chr15	73978336	73978337	rs8038465	Gamma_glutamyl_transferase	Serum_metabolites	N	N	Y	Y	9	61089
chr15	74012436	74012437	rs1038094	Bipolar_disorder	Neurological_behavioral	Y	N	Y	Y	5.04576	3625
chr15	74229064	74229065	rs893817	Aortic_root_size	Cardiovascular	Y	N	Y	Y	5.52288	12612
chr15	75019448	75019449	rs2470893	Caffeine_intake	Drug_metabolism	N	N	Y	Y	13.301	47431
chr15	75019448	75019449	rs2470893	coffee_consumption	Drug_metabolism	Y	N	Y	Y	10.699	18176
chr15	75027879	75027880	rs2472297	coffee_consumption	Drug_metabolism	Y	N	Y	Y	13.301	6611
chr15	75033399	75033400	rs2472299	Coronary_heart_disease	Cardiovascular	Y	N	N	NA	5.52288	30482
chr15	75044237	75044238	rs2472304	Caffeine_intake	Drug_metabolism	N	N	Y	Y	6.52288	47431
chr15	75077366	75077367	rs1378942	Blood_pressure	Cardiovascular	Y	N	Y	Y	14.699	74064
chr15	75077366	75077367	rs1378942	Diastolic_blood_pressure	Cardiovascular	Y	Y	Y	Y	23	34433
chr15	75077366	75077367	rs1378942	Systolic_blood_pressure	Cardiovascular	Y	N	Y	Y	22.2218	69395
chr15	75125644	75125645	rs6495122	Caffeine_intake	Drug_metabolism	N	N	Y	Y	6.22185	47431
chr15	75125644	75125645	rs6495122	coffee_consumption	Drug_metabolism	Y	N	Y	Y	8.1549	18176
chr15	75125644	75125645	rs6495122	Diastolic_blood_pressure	Cardiovascular	Y	N	Y	Y	9.69897	29136
chr15	75382541	75382542	rs12148488	Caffeine_intake	Drug_metabolism	N	N	Y	Y	6.22185	47431
chr15	75718668	75718669	rs8028182	Sudden_cardiac_arrest	Cardiovascular	N	N	Y	Y	5.52288	609
chr15	75755466	75755467	rs4886707	Height	Quantitative_traits	N	N	Y	Y	7.09691	19633
chr15	76158982	76158983	rs1394125	Chronic_kidney_disease	Kidney_lung_liver	Y	N	N	NA	16.5229	67093
chr15	77747189	77747190	rs7178572	Type_2_diabetes	Diabetes	Y	N	Y	Y	10.1549	20019
chr15	77777631	77777632	rs7119	Type_2_diabetes	Diabetes	N	N	Y	Y	6.30103	8135
chr15	77963886	77963887	rs9652490	Essential_tremor	Aging	Y	N	Y	Y	9	14830
chr15	78530939	78530940	rs1533665	Novelty_seeking	Neurological_behavioral	N	N	Y	Y	5.1549	7684
chr15	78783276	78783277	rs11858836	COPD	Kidney_lung_liver	Y	N	Y	N	6	5421
chr15	78806022	78806023	rs8034191	COPD	Kidney_lung_liver	Y	N	N	NA	10	1633
chr15	78806022	78806023	rs8034191	Lung_cancer	Cancer	Y	Y	N	NA	25.5229	3390
chr15	78827630	78827631	rs28675338	COPD	Kidney_lung_liver	N	N	N	NA	7	3441
chr15	78851614	78851615	rs2036527	FEV1/FVC	Kidney_lung_liver	N	N	Y	N	6.1549	48201
chr15	78898722	78898723	rs12914385	FEV1/FVC	Kidney_lung_liver	N	N	N	NA	6.30103	48201
chr15	78908031	78908032	rs8042374	Lung_cancer	Cancer	Y	N	N	NA	11.0969	3390
chr15	78926017	78926018	rs950776	Sudden_cardiac_arrest	Cardiovascular	N	N	N	NA	6.39794	609
chr15	79080233	79080234	rs1994016	Coronary_heart_disease	Cardiovascular	Y	N	Y	Y	12.301	10034
chr15	79111092	79111093	rs4380028	Coronary_heart_disease	Cardiovascular	Y	N	Y	Y	8.39794	30482
chr15	79224682	79224683	rs2289700	Bipolar_disorder	Neurological_behavioral	Y	N	Y	Y	5.04576	564
chr15	79235445	79235446	rs3825932	Type_1_diabetes	Diabetes	Y	Y	Y	Y	14.5229	8207
chr15	79274045	79274046	rs3743200	RR_interval	Cardiovascular	N	N	Y	Y	5.69897	2325
chr15	79451868	79451869	rs939658	Refractive_error	Miscellaneous	Y	N	N	NA	8.69897	4270
chr15	80432221	80432222	rs11634397	Type_2_diabetes	Diabetes	Y	N	Y	Y	8.69897	47117
chr15	80694921	80694922	rs2278702	Bipolar_disorder	Neurological_behavioral	N	N	Y	Y	5.22185	10596
chr15	81533694	81533695	rs7172689	ADHD-Inattentive_symptoms	Neurological_behavioral	N	N	N	NA	5.39794	2727
chr15	82352199	82352200	rs12324805	BMI	Quantitative_traits	Y	N	Y	Y	5.1549	32387
chr15	83254707	83254708	rs783540	Chronic_lymphocytic_leukemia	Cancer	Y	N	N	NA	5.39794	1943
chr15	83726178	83726179	rs1568657	Kawasaki_disease	Autoimmune_disease	Y	N	Y	Y	5.1549	696
chr15	84286491	84286492	rs2562784	Height	Quantitative_traits	Y	N	N	NA	7.22185	15821
chr15	84315883	84315884	rs2554380	Height	Quantitative_traits	Y	N	N	NA	6.04576	30968
chr15	84522754	84522755	rs1383484	Height	Quantitative_traits	Y	N	N	NA	6.04576	20427
chr15	84568157	84568158	rs10906982	Height	Quantitative_traits	Y	Y	Y	Y	7.69897	13665
chr15	84573040	84573041	rs7183263	Height	Quantitative_traits	N	N	Y	Y	6.39794	11536
chr15	85430968	85430969	rs3743162	Amyotrophic_lateral_sclerosis-age_of_onset	Aging	N	N	Y	Y	5.04576	2222
chr15	85825566	85825567	rs6496932	Central_corneal_thickness	Quantitative_traits	Y	N	Y	Y	8	1445
chr15	86369429	86369430	rs7176093	Aging_traits-biologic_age	Aging	N	N	Y	Y	5.1549	1345
chr15	86984239	86984240	rs16977195	Schizophrenia	Neurological_behavioral	N	N	N	NA	5.69897	1471
chr15	87053845	87053846	rs2011905	Cytomegalovirus_antibody_response	Viral_disease	N	N	N	NA	5.69897	2133
chr15	87436744	87436745	rs17647114	Response_to_antidepressants-bupropion	Drug_metabolism	N	N	Y	Y	6.39794	1439
chr15	87695510	87695511	rs11636768	Migrane	Neurological_behavioral	Y	N	Y	Y	6.30103	10980
chr15	89359688	89359689	rs8041863	Height	Quantitative_traits	Y	N	N	NA	7.09691	13665
chr15	89398104	89398105	rs2351491	Height	Quantitative_traits	Y	N	N	NA	8.69897	20427
chr15	89617080	89617081	rs420017	Height	Quantitative_traits	Y	N	N	NA	5.1549	20427
chr15	89902031	89902032	rs4932217	Height	Quantitative_traits	Y	N	Y	Y	6.09691	6669
chr15	90374256	90374257	rs2028299	Type_2_diabetes	Diabetes	Y	N	Y	Y	10.699	20019
chr15	90447945	90447946	rs7178909	Common_traits_optimism	Neurological_behavioral	N	N	Y	Y	6.30103	9126
chr15	91114375	91114376	rs12915189	Information_processing_speed_inspection_time	Neurological_behavioral	N	N	Y	Y	5.52288	4763
chr15	91437387	91437388	rs2521501	Blood_pressure	Cardiovascular	Y	Y	Y	Y	7.52288	74064
chr15	91437387	91437388	rs2521501	Diastolic_blood_pressure	Cardiovascular	Y	N	Y	Y	14.699	69395
chr15	91437387	91437388	rs2521501	Systolic_blood_pressure	Cardiovascular	Y	N	Y	Y	18.301	69395
chr15	91450440	91450441	rs2677744	ADHD	Neurological_behavioral	N	N	Y	Y	6	647
chr15	91521336	91521337	rs8042680	Type_2_diabetes	Diabetes	Y	N	N	NA	9.69897	47117
chr15	91717351	91717352	rs886144	Sphingomyelin	Serum_metabolites	N	N	N	NA	6.69897	284
chr15	92445872	92445873	rs3924426	Response_to_iloperidone_treatment_QT_prolongation	Drug_metabolism	N	N	N	NA	5.69897	183
chr15	92552028	92552029	rs7495052	ADHD-Inattentive_symptoms	Neurological_behavioral	N	N	Y	Y	5.52288	2727
chr15	93044338	93044339	rs8040009	Alcohol_consumption	Neurological_behavioral	Y	N	N	NA	6.52288	8754
chr15	93044338	93044339	rs8040009	Bipolar_disorder	Neurological_behavioral	Y	N	N	NA	5.22185	2000
chr15	93050965	93050966	rs1455782	FVC	Kidney_lung_liver	N	N	N	NA	5.39794	1222
chr15	93179174	93179175	rs285757	HIV_progression	Viral_disease	N	N	Y	Y	5.1549	1379
chr15	94036687	94036688	rs7175404	ADHD	Neurological_behavioral	N	N	Y	Y	6.22185	647
chr15	94689652	94689653	rs2388436	Hoarding	Neurological_behavioral	N	N	Y	Y	5.22185	3304
chr15	94939507	94939508	rs4984390	Flucloxacillin-induced_liver_injury	Drug_metabolism	N	N	Y	Y	5.39794	340
chr15	95165579	95165580	rs1014922	Sudden_cardiac_arrest	Cardiovascular	N	N	Y	N	5.52288	609
chr15	95270466	95270467	rs7173947	Alkaline_phosphatase	Serum_metabolites	N	N	Y	Y	7.52288	14700
chr15	95511836	95511837	rs6496074	Trails_B	Neurological_behavioral	N	N	Y	Y	5.52288	1086
chr15	96052741	96052742	rs933769	Alcohol_dependence	Neurological_behavioral	Y	N	N	NA	5.1549	8754
chr15	96156367	96156368	rs4321143	Conduct_disorder_interaction	Neurological_behavioral	N	N	Y	Y	5.1549	2727
chr15	96332860	96332861	rs2567426	Information_processing_speed_digit_symbol	Neurological_behavioral	N	N	N	NA	5.52288	4763
chr15	96830549	96830550	rs2398162	Hypertension	Cardiovascular	N	N	N	NA	5.22185	4890
chr15	97262426	97262427	rs4533251	ADHD	Neurological_behavioral	N	N	N	NA	5.39794	2814
chr15	98518791	98518792	rs4965121	Neuroticism	Neurological_behavioral	N	N	N	NA	6	2235
chr15	98876028	98876029	rs970843	Obesity_extreme	Quantitative_traits	Y	N	Y	Y	5.30103	5373
chr15	99194895	99194896	rs2871865	Height	Quantitative_traits	Y	N	Y	Y	20.5229	133653
chr15	100786270	100786271	rs4533267	Height	Quantitative_traits	Y	N	Y	Y	7.52288	30968
chr15	101875122	101875123	rs11855415	Handedness_in_dyslexia	Neurological_behavioral	Y	N	Y	N	7.69897	192
chr16	304802	304803	rs7189020	Mean_corpuscular_volume	Hematological_parameters	Y	N	N	NA	11.699	24167
chr16	309154	309155	rs1122794	Mean_corpuscular_hemoglobin	Hematological_parameters	Y	N	N	NA	9.52288	24167
chr16	675679	675680	rs763014	Height	Quantitative_traits	Y	N	N	NA	5.30103	15821
chr16	1073551	1073552	rs2744148	Multiple_sclerosis	Autoimmune_disease	Y	N	Y	Y	7.09691	26621
chr16	1838835	1838836	rs1065656	IGFBP3	Serum_metabolites	N	N	Y	Y	11	10280
chr16	2249375	2249376	rs26868	Height	Quantitative_traits	Y	N	Y	Y	16.0458	133653
chr16	3023604	3023605	rs886427	Waist-hip_ratio	Quantitative_traits	Y	N	Y	Y	5.22185	2554
chr16	4038386	4038387	rs2444217	BMI	Quantitative_traits	Y	N	N	NA	7.04576	123865
chr16	4103870	4103871	rs2601828	Partial_epilepsies	Neurological_behavioral	N	N	Y	Y	6	10380
chr16	6113660	6113661	rs6500744	Conduct_disorder_interaction	Neurological_behavioral	N	N	Y	Y	5.52288	2727
chr16	6817374	6817375	rs6500818	Dengue_shock_syndrome	Parasitic_bacterial_disease	Y	N	N	NA	6.69897	4026
chr16	6910384	6910385	rs12921846	ADHD	Neurological_behavioral	N	N	Y	Y	5.04576	2814
chr16	7227121	7227122	rs9302841	Response_to_antipsychotic_therapy_extrapyramidal_side_effects	Drug_metabolism	N	N	N	NA	5.69897	738
chr16	7415551	7415552	rs4787008	Diabetic_retinopathy	Diabetes	N	N	Y	Y	6.22185	2829
chr16	7504853	7504854	rs9924951	Phosphatidyl_choline	Serum_metabolites	N	N	N	NA	6.30103	284
chr16	7836296	7836297	rs3112740	Smoking_behavior	Neurological_behavioral	N	N	N	NA	5.22185	4611
chr16	8329326	8329327	rs2034588	Response_to_antidepressants-bupropion	Drug_metabolism	N	N	Y	Y	5.69897	1439
chr16	9399723	9399724	rs631208	IgE_grass_sensitization	Autoimmune_disease	N	N	N	NA	5.69897	12347
chr16	9744094	9744095	rs17550532	Sudden_cardiac_arrest	Cardiovascular	N	N	Y	Y	5.69897	609
chr16	9862555	9862556	rs11866328	Hepatitis_B	Viral_disease	N	N	N	NA	7.69897	2798
chr16	10183086	10183087	rs1463132	HIV_progression	Viral_disease	N	N	N	NA	5.09691	2362
chr16	10559262	10559263	rs13335336	Response_to_antipsychotic_therapy-count	Drug_metabolism	N	N	N	NA	6.1549	738
chr16	10633164	10633165	rs11074889	ADHD	Neurological_behavioral	N	N	Y	Y	6.1549	2205
chr16	10975310	10975311	rs4781011	Ulcerative_colitis	Autoimmune_disease	Y	N	Y	Y	5.52288	9484
chr16	11081248	11081249	rs6498142	Immunoglobulin_A	Autoimmune_disease	Y	N	Y	Y	6.69897	1520
chr16	11158884	11158885	rs887864	Allergic_rhinitis	Autoimmune_disease	N	N	Y	Y	6	12898
chr16	11166687	11166688	rs11865121	Multiple_sclerosis	Autoimmune_disease	Y	N	Y	Y	6.69897	9844
chr16	11179872	11179873	rs12708716	Type_1_diabetes	Diabetes	Y	Y	Y	Y	17.5229	4901
chr16	11179872	11179873	rs12708716	Type_1_diabetes_autoantibodies	Diabetes	Y	N	Y	Y	13.301	12501
chr16	11187782	11187783	rs12924729	Primary_biliary_cirrhosis	Autoimmune_disease	Y	N	Y	Y	11.5229	7003
chr16	11238782	11238783	rs2903692	Type_1_diabetes	Diabetes	Y	N	Y	Y	10.1549	3105
chr16	11249328	11249329	rs6498169	Multiple_sclerosis	Autoimmune_disease	Y	N	Y	Y	5.39794	5224
chr16	11364078	11364079	rs416603	Type_1_diabetes	Diabetes	Y	N	N	NA	5.52288	8207
chr16	11403892	11403893	rs12928822	Celiac_disease	Autoimmune_disease	Y	N	Y	Y	7.52288	15283
chr16	11641179	11641180	rs7203193	LDL_cholesterol	Serum_metabolites	Y	N	Y	Y	5.52288	8090
chr16	11691752	11691753	rs8049607	QT_interval	Cardiovascular	Y	Y	Y	Y	14.301	13685
chr16	13061610	13061611	rs7192086	Schizophrenia	Neurological_behavioral	Y	N	N	NA	5.22185	3416
chr16	13253955	13253956	rs153091	Response_to_antipsychotic_therapy_perphenazine-triglycerides	Drug_metabolism	N	N	N	NA	5.69897	738
chr16	13976355	13976356	rs2113334	Waist-hip_ratio	Quantitative_traits	Y	N	N	NA	5.52288	2554
chr16	14038173	14038174	rs3136202	Conduct_disorder_symptom_count	Neurological_behavioral	N	N	N	NA	5.22185	3963
chr16	14045398	14045399	rs4781563	Bilirubin	Serum_metabolites	N	N	Y	Y	5.69897	619
chr16	14388304	14388305	rs1659127	Age_at_menarche	Aging	Y	N	Y	Y	8.39794	87802
chr16	15082864	15082865	rs4985167	Serum_polyunsaturated_fatty_acids	Serum_metabolites	N	N	Y	Y	6.52288	8866
chr16	19156015	19156016	rs8062326	Alcohol_dependence	Neurological_behavioral	N	N	N	NA	5.39794	1016
chr16	19933599	19933600	rs12444979	BMI	Quantitative_traits	Y	N	N	NA	20.5229	123865
chr16	20342571	20342572	rs12444268	Type_1_diabetes	Diabetes	Y	N	N	NA	6.69897	16559
chr16	20351230	20351231	rs11859916	Femoral_neck_bone_geometry	Miscellaneous	Y	N	N	NA	5.69897	1627
chr16	20364587	20364588	rs4293393	Chronic_kidney_disease	Kidney_lung_liver	Y	N	Y	Y	9.39794	60977
chr16	20365653	20365654	rs13333226	Hypertension	Cardiovascular	Y	N	N	NA	10.3979	3320
chr16	20367689	20367690	rs12917707	Chronic_kidney_disease	Kidney_lung_liver	Y	N	Y	Y	11.699	22265
chr16	20367689	20367690	rs12917707	Creatinine	Serum_metabolites	Y	Y	Y	Y	20	67093
chr16	20674491	20674492	rs151222	Schizophrenia	Neurological_behavioral	N	N	Y	Y	5.22185	1471
chr16	20680205	20680206	rs433598	Schizophrenia	Neurological_behavioral	Y	N	N	NA	5.52288	506
chr16	23067259	23067260	rs8049603	Multiple_sclerosis	Autoimmune_disease	Y	N	N	NA	6	5031
chr16	23634025	23634026	rs420259	Bipolar_disorder	Neurological_behavioral	N	N	N	NA	7.22185	4806
chr16	23765773	23765774	rs4968031	Platelet_count	Hematological_parameters	N	N	Y	Y	6	115
chr16	24531717	24531718	rs11643520	Brain_structure	Quantitative_traits	N	N	N	NA	6.22185	740
chr16	27056454	27056455	rs2203512	Cognitive_performance-PRM	Neurological_behavioral	N	N	N	NA	6.52288	1295
chr16	27434926	27434927	rs8057551	Bone_mineral_density	Radiographic_parameters	Y	N	Y	N	5.69897	983
chr16	28490516	28490517	rs151181	Crohns_disease	Autoimmune_disease	Y	N	N	NA	10.699	21389
chr16	28539847	28539848	rs4788084	Type_1_diabetes	Diabetes	Y	N	Y	Y	12.5229	16559
chr16	28539847	28539848	rs4788084	Type_1_diabetes_autoantibodies	Diabetes	Y	N	Y	Y	8	12501
chr16	28837514	28837515	rs8049439	Inflammatory_bowel_disease-early_onset	Autoimmune_disease	Y	N	Y	Y	8.69897	8571
chr16	28885658	28885659	rs7359397	BMI	Quantitative_traits	Y	N	N	NA	19.699	123865
chr16	29885446	29885447	rs4787483	Waist_circumference	Quantitative_traits	N	N	N	NA	5.69897	898
chr16	30635658	30635659	rs7186852	Systemic_lupus_erythematosus	Autoimmune_disease	Y	N	Y	Y	6.52288	2252
chr16	30642866	30642867	rs7197475	Systemic_lupus_erythematosus	Autoimmune_disease	Y	N	N	NA	7.52288	2252
chr16	30942624	30942625	rs10782001	Psoriasis	Autoimmune_disease	Y	N	Y	Y	9.04576	4377
chr16	31048078	31048079	rs10871454	Warfarin_maintenance_dose	Drug_metabolism	Y	N	Y	Y	33.301	181
chr16	31107688	31107689	rs9923231	Warfarin_maintenance_dose	Drug_metabolism	Y	Y	N	NA	180.523	1053
chr16	31313252	31313253	rs9888739	Systemic_lupus_erythematosus	Autoimmune_disease	Y	Y	Y	Y	22.699	3057
chr16	31334235	31334236	rs11150610	Systemic_lupus_erythematosus	Autoimmune_disease	Y	N	N	NA	5.69897	2586
chr16	31368873	31368874	rs11574637	Systemic_lupus_erythematosus	Autoimmune_disease	Y	N	Y	Y	10.5229	4651
chr16	49750789	49750790	rs17281813	ADHD-Inattentive_symptoms	Neurological_behavioral	N	N	Y	Y	5.52288	2727
chr16	50719102	50719103	rs9302752	Leprosy	Parasitic_bacterial_disease	Y	N	Y	Y	39.3979	1931
chr16	50739581	50739582	rs17221417	Crohns_disease	Autoimmune_disease	Y	N	Y	Y	10.3979	4686
chr16	50756773	50756774	rs5743289	Crohns_disease	Autoimmune_disease	Y	Y	N	NA	16.2218	1146
chr16	50756773	50756774	rs5743289	Inflammatory_bowel_disease	Autoimmune_disease	Y	N	N	NA	9.39794	5261
chr16	50756880	50756881	rs2076756	Crohns_disease	Autoimmune_disease	Y	Y	N	NA	68.3979	21389
chr16	50756880	50756881	rs2076756	Inflammatory_bowel_disease	Autoimmune_disease	Y	N	N	NA	9.30103	1095
chr16	50854417	50854418	rs16948876	Leprosy	Parasitic_bacterial_disease	Y	N	Y	Y	9.69897	6287
chr16	51158709	51158710	rs10521222	C-reactive_protein	Serum_metabolites	Y	N	N	NA	12.0458	66185
chr16	51330530	51330531	rs4131099	Novelty_seeking	Neurological_behavioral	N	N	N	NA	5.39794	7684
chr16	51458289	51458290	rs1362756	Optic_disc_parameters	Quantitative_traits	Y	N	Y	N	8.30103	7360
chr16	52586340	52586341	rs3803662	Breast_cancer	Cancer	Y	Y	N	NA	36	754
chr16	52599187	52599188	rs4784227	Breast_cancer	Cancer	Y	N	Y	Y	28	4157
chr16	52624737	52624738	rs3104767	Restless_legs_syndrome	Neurological_behavioral	Y	N	N	NA	18.0458	2448
chr16	52635163	52635164	rs3112612	Breast_cancer	Cancer	Y	N	Y	N	9.39794	6346
chr16	53769676	53769677	rs6499640	BMI	Quantitative_traits	Y	N	Y	Y	12.3979	80969
chr16	53769676	53769677	rs6499640	Weight	Quantitative_traits	Y	N	Y	Y	13.2218	80969
chr16	53800953	53800954	rs1421085	Obesity	Quantitative_traits	Y	N	Y	Y	28	2796
chr16	53803573	53803574	rs1558902	BMI	Quantitative_traits	Y	N	Y	Y	119.301	123865
chr16	53803573	53803574	rs1558902	Obesity	Quantitative_traits	N	N	Y	Y	12.1549	2258
chr16	53803573	53803574	rs1558902	Obesity_extreme	Quantitative_traits	Y	N	Y	Y	12.1549	2258
chr16	53803573	53803574	rs1558902	Waist_circumference	Quantitative_traits	Y	N	Y	Y	18.301	31373
chr16	53809246	53809247	rs1121980	BMI	Quantitative_traits	Y	N	Y	Y	7.39794	16876
chr16	53809246	53809247	rs1121980	Obesity_early_onset_extreme	Quantitative_traits	Y	N	Y	Y	7	929
chr16	53813366	53813367	rs17817449	Obesity	Quantitative_traits	Y	N	Y	Y	11.699	1060
chr16	53816274	53816275	rs8050136	Adiposity	Quantitative_traits	Y	N	Y	Y	25.5229	36626
chr16	53816274	53816275	rs8050136	BMI	Quantitative_traits	Y	Y	Y	Y	47	80969
chr16	53816274	53816275	rs8050136	Type_2_diabetes	Diabetes	Y	Y	Y	Y	16.699	4862
chr16	53816274	53816275	rs8050136	Weight	Quantitative_traits	Y	N	Y	Y	35.301	80969
chr16	53820526	53820527	rs9939609	BMI	Quantitative_traits	Y	Y	Y	Y	50.3979	32387
chr16	53820526	53820527	rs9939609	Age_at_menarche	Aging	Y	N	Y	Y	7.52288	87802
chr16	53820526	53820527	rs9939609	Type_2_diabetes	Diabetes	Y	N	Y	Y	6.69897	4862
chr16	53825487	53825488	rs9941349	Obesity_extreme	Quantitative_traits	N	N	N	NA	11.2218	3972
chr16	53830464	53830465	rs9930506	BMI	Quantitative_traits	Y	N	N	NA	6.04576	4741
chr16	53830464	53830465	rs9930506	Hip_circumference	Quantitative_traits	Y	N	N	NA	7.52288	4741
chr16	53830464	53830465	rs9930506	Weight	Quantitative_traits	Y	N	N	NA	6.04576	4741
chr16	53845486	53845487	rs11642841	Type_2_diabetes	Diabetes	Y	N	N	NA	7.52288	47117
chr16	54494423	54494424	rs9921518	Dialysis-related_mortality	Miscellaneous	N	N	Y	Y	5.04576	612
chr16	55245036	55245037	rs17291845	Information_processing_speed_simple_RT	Neurological_behavioral	N	N	N	NA	5.30103	4763
chr16	56985138	56985139	rs9989419	HDL_cholesterol	Serum_metabolites	Y	Y	Y	Y	32	17243
chr16	56988043	56988044	rs173539	Cardiovascular_disease_risk_factors	Cardiovascular	N	N	N	NA	64.5229	11683
chr16	56988043	56988044	rs173539	HDL_cholesterol	Serum_metabolites	Y	N	N	NA	74.3979	19840
chr16	56988043	56988044	rs173539	HDL_cholesterol_triglycerides	Serum_metabolites	N	N	N	NA	15.301	22161
chr16	56988043	56988044	rs173539	HDL_cholesterol_waist_circumference	Serum_metabolites	N	N	N	NA	16	22161
chr16	56988043	56988044	rs173539	Metabolic_syndrome	Diabetes	N	N	N	NA	8.04576	22161
chr16	56989589	56989590	rs247616	HDL_cholesterol	Serum_metabolites	Y	N	N	NA	23	525
chr16	56989589	56989590	rs247616	Lipoprotein-associated_phospholipase_A2_activity_and_mass	Serum_metabolites	N	N	N	NA	7.52288	13664
chr16	56993323	56993324	rs3764261	Age-related_macular_degeneration	Aging	Y	Y	N	NA	6.1549	5837
chr16	56993323	56993324	rs3764261	Blood_pressure_HDL_cholesterol	Serum_metabolites	N	N	N	NA	12.5229	22161
chr16	56993323	56993324	rs3764261	HDL_cholesterol	Serum_metabolites	Y	Y	N	NA	56.699	8656
chr16	56993323	56993324	rs3764261	LDL_cholesterol	Serum_metabolites	Y	N	N	NA	11.5229	900
chr16	56995235	56995236	rs1800775	ApoA1	Serum_metabolites	N	N	Y	Y	5.52288	5217
chr16	56995235	56995236	rs1800775	HDL_cholesterol	Serum_metabolites	Y	Y	Y	Y	92.3979	18425
chr16	56997232	56997233	rs1864163	HDL_cholesterol	Serum_metabolites	Y	N	Y	Y	38.1549	8656
chr16	57002731	57002732	rs9939224	HDL_cholesterol_fasting_glucose	Serum_metabolites	N	N	Y	Y	11.1549	22161
chr16	57005478	57005479	rs1532624	Cholesterol	Serum_metabolites	Y	N	Y	Y	19.5229	656
